symbol,price,marketCap,beta,lastDividend,range,change,changePercentage,volume,averageVolume,companyName,currency,cik,isin,cusip,exchangeFullName,exchange,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund,symbol_queried,symbol_original
PLD,112.64,104537016320,1.223,3.94,85.35-132.57,-0.04,-0.03549876,1818029,3953404.0,"Prologis, Inc.",USD,0001045609,US74340W1036,74340W103,New York Stock Exchange,NYSE,REIT - Industrial,https://www.prologis.com,"Prologis, Inc. is the global leader in logistics real estate with a focus on high-barrier, high-growth markets. As of December 31, 2020, the company owned or had investments in, on a wholly owned basis or through co-investment ventures, properties and development projects expected to total approximately 984 million square feet (91 million square meters) in 19 countries. Prologis leases modern logistics facilities to a diverse base of approximately 5,500 customers principally across two major categories: business-to-business and retail/online fulfillment.",Hamid R. Moghadam,Real Estate,US,2703,415-394-9000,Pier 1,San Francisco,CA,94111,https://images.financialmodelingprep.com/symbol/PLD.png,1997-11-21,False,False,True,False,False,PLD,PLD
MU,122.0,136533860000,1.374,0.46,61.54-129.85,4.25,3.60934,17252980,21827801.0,"Micron Technology, Inc.",USD,0000723125,US5951121038,595112103,NASDAQ Global Select,NASDAQ,Semiconductors,https://www.micron.com,"Micron Technology, Inc. designs, manufactures, and sells memory and storage products worldwide. The company operates through four segments: Compute and Networking Business Unit, Mobile Business Unit, Storage Business Unit, and Embedded Business Unit. It provides memory and storage technologies comprises DRAM products, which are dynamic random access memory semiconductor devices with low latency that provide high-speed data retrieval; NAND products that are non-volatile and re-writeable semiconductor storage devices; and NOR memory products, which are non-volatile re-writable semiconductor memory devices that provide fast read speeds under the Micron and Crucial brands, as well as through private labels. The company offers memory products for the cloud server, enterprise, client, graphics, and networking markets, as well as for smartphone and other mobile-device markets; SSDs and component-level solutions for the enterprise and cloud, client, and consumer storage markets; other discrete storage products in component and wafers; and memory and storage products for the automotive, industrial, and consumer markets. It markets its products through its direct sales force, independent sales representatives, distributors, and retailers; and web-based customer direct sales channel, as well as through channel and distribution partners. Micron Technology, Inc. was founded in 1978 and is headquartered in Boise, Idaho.",Sanjay Mehrotra,Technology,US,48000,208 368 4000,8000 South Federal Way,Boise,ID,83716-9632,https://images.financialmodelingprep.com/symbol/MU.png,1984-06-01,False,False,True,False,False,MU,MU
T,28.94,206932286600,0.622,1.11,19.7-29.65,-0.12,-0.41294,18055537,31567944.0,AT&T Inc.,USD,0000732717,US00206R1023,00206R102,New York Stock Exchange,NYSE,Telecommunications Services,https://www.att.com,"AT&T Inc. provides telecommunications, media, and technology services worldwide. Its Communications segment offers wireless voice and data communications services; and sells handsets, wireless data cards, wireless computing devices, and carrying cases and hands-free devices through its own company-owned stores, agents, and third-party retail stores. It also provides data, voice, security, cloud solutions, outsourcing, and managed and professional services, as well as customer premises equipment for multinational corporations, small and mid-sized businesses, governmental, and wholesale customers. In addition, this segment offers broadband fiber and legacy telephony voice communication services to residential customers. It markets its communications services and products under the AT&T, Cricket, AT&T PREPAID, and AT&T Fiber brand names. The company's Latin America segment provides wireless services in Mexico; and video services in Latin America. This segment markets its services and products under the AT&T and Unefon brand names. The company was formerly known as SBC Communications Inc. and changed its name to AT&T Inc. in 2005. AT&T Inc. was incorporated in 1983 and is headquartered in Dallas, Texas.",John T. Stankey,Communication Services,US,139970,210 821 4105,208 South Akard Street,Dallas,TX,75202,https://images.financialmodelingprep.com/symbol/T.png,1983-11-21,False,False,True,False,False,T,T
PM,165.77,258035924300,0.507,5.4,116.12-186.69,1.58,0.9623,7292612,5641417.0,Philip Morris International Inc.,USD,0001413329,US7181721090,718172109,New York Stock Exchange,NYSE,Tobacco,https://www.pmi.com,"Philip Morris International Inc. operates as a tobacco company working to delivers a smoke-free future and evolving portfolio for the long-term to include products outside of the tobacco and nicotine sector. The company's product portfolio primarily consists of cigarettes and smoke-free products, including heat-not-burn, vapor, and oral nicotine products that are sold in markets outside the United States. The company offers its smoke-free products under the HEETS, HEETS Creations, HEETS Dimensions, HEETS Marlboro, HEETS FROM MARLBORO, Marlboro Dimensions, Marlboro HeatSticks, Parliament HeatSticks, and TEREA brands, as well as the KT&G-licensed brands, Fiit, and Miix. It also sells its products under the Marlboro, Parliament, Bond Street, Chesterfield, L&M, Lark, and Philip Morris brands. In addition, the company owns various cigarette brands, such as Dji Sam Soe, Sampoerna A, and Sampoerna U in Indonesia; and Fortune and Jackpot in the Philippines. The company sells its smoke-free products in 71 markets. Philip Morris International Inc. was incorporated in 1987 and is headquartered in New York, New York.",Jacek Olczak,Consumer Defensive,US,83100,917 663 2000,120 Park Avenue,New York City,NY,10017-5592,https://images.financialmodelingprep.com/symbol/PM.png,2008-03-17,False,False,True,False,False,PM,PM
PNC,205.62,80974595340,1.09,6.5,145.12-216.26,-0.42,-0.20384,1924745,2117098.0,"The PNC Financial Services Group, Inc.",USD,0000713676,US6934751057,693475105,New York Stock Exchange,NYSE,Banks - Regional,https://www.pnc.com,"The PNC Financial Services Group, Inc. operates as a diversified financial services company in the United States. The company's Retail Banking segment offers checking, savings, and money market accounts, as well as certificates of deposit; residential mortgages, home equity loans and lines of credit, auto loans, credit cards, education loans, and personal and small business loans and lines of credit; and brokerage, insurance, and investment and cash management services. This segment serves consumer and small business customers through a network of branches, ATMs, call centers, and online and mobile banking channels. Its Corporate & Institutional Banking segment provides secured and unsecured loans, letters of credit, and equipment leases; cash and investment management services, receivables and disbursement management services, funds transfer services, international payment services, and access to online/mobile information management and reporting; foreign exchange, derivatives, fixed income, securities underwriting, loan syndications, and mergers and acquisitions and equity capital markets advisory related services; and commercial loan servicing and technology solutions. It serves mid-sized and large corporations, and government and not-for-profit entities. The company's Asset Management Group segment offers investment and retirement planning, customized investment management, credit and cash management solutions, and trust management and administration services for high net worth and ultra high net worth individuals, and their families; and multi-generational family planning services for ultra high net worth individuals and their families. It also provides outsourced chief investment officer, custody, private real estate, cash and fixed income client solutions, and fiduciary retirement advisory services for institutional clients. The company has 2,591 branches and 9,502 ATMs. The company was founded in 1852 and is headquartered in Pittsburgh, Pennsylvania.",William S. Demchak,Financial Services,US,53686,888 762 2265,The Tower at PNC Plaza,Pittsburgh,PA,15222-2401,https://images.financialmodelingprep.com/symbol/PNC.png,1975-11-17,False,False,True,False,False,PNC,PNC
WMT,96.11,766998166200,0.664,0.9125,76.22-105.3,0.03,0.03122398,19206097,16594303.0,Walmart Inc.,USD,0000104169,US9311421039,931142103,New York Stock Exchange,NYSE,Discount Stores,https://corporate.walmart.com,"Walmart Inc. engages in the operation of retail, wholesale, other units, and eCommerce worldwide. The company operates through three segments: Walmart U.S., Walmart International, and Sam's Club. It operates supercenters, supermarkets, hypermarkets, warehouse clubs, cash and carry stores, and discount stores under Walmart and Walmart Neighborhood Market brands; membership-only warehouse clubs; ecommerce websites, such as walmart.com.mx, walmart.ca, flipkart.com, PhonePe and other sites; and mobile commerce applications. The company offers grocery and consumables, including dairy, meat, bakery, deli, produce, dry, chilled or frozen packaged foods, alcoholic and nonalcoholic beverages, floral, snack foods, candy, other grocery items, health and beauty aids, paper goods, laundry and home care, baby care, pet supplies, and other consumable items; fuel, tobacco and other categories. It is also involved in the provision of health and wellness products covering pharmacy, optical and hearing services, and over-the-counter drugs and other medical products; and home and apparel including home improvement, outdoor living, gardening, furniture, apparel, jewelry, tools and power equipment, housewares, toys, seasonal items, mattresses and tire and battery centers. In addition, the company offers consumer electronics and accessories, software, video games, office supplies, appliances, and third-party gift cards. Further, it operates digital payment platforms; and offers financial services and related products, including money transfers, bill payments, money orders, check cashing, prepaid access, co-branded credit cards, installment lending, and earned wage access. Additionally, the company markets lines of merchandise under private brands, including Allswell, Athletic Works, Equate, and Free Assembly. The company was formerly known as Wal-Mart Stores, Inc. and changed its name to Walmart Inc. in February 2018. Walmart Inc. was founded in 1945 and is based in Bentonville, Arkansas.",C. Douglas McMillon,Consumer Defensive,US,2100000,479 273 4000,702 South West 8th Street,Bentonville,AR,72716,https://images.financialmodelingprep.com/symbol/WMT.png,1972-08-25,False,False,True,False,False,WMT,WMT
MRK,83.21,207840273800,0.392,3.2,73.31-120.3,-0.86,-1.02296,9847432,14176325.0,"Merck & Co., Inc.",USD,0000310158,US58933Y1055,58933Y105,New York Stock Exchange,NYSE,Drug Manufacturers - General,https://www.merck.com,"Merck & Co., Inc. operates as a healthcare company worldwide. It operates through two segments, Pharmaceutical and Animal Health. The Pharmaceutical segment offers human health pharmaceutical products in the areas of oncology, hospital acute care, immunology, neuroscience, virology, cardiovascular, and diabetes, as well as vaccine products, such as preventive pediatric, adolescent, and adult vaccines. The Animal Health segment discovers, develops, manufactures, and markets veterinary pharmaceuticals, vaccines, and health management solutions and services, as well as digitally connected identification, traceability, and monitoring products. It serves drug wholesalers and retailers, hospitals, and government agencies; managed health care providers, such as health maintenance organizations, pharmacy benefit managers, and other institutions; and physicians and physician distributors, veterinarians, and animal producers. The company has collaborations with AstraZeneca PLC; Bayer AG; Eisai Co., Ltd.; Ridgeback Biotherapeutics; and Gilead Sciences, Inc. to jointly develop and commercialize long-acting treatments in HIV. Merck & Co., Inc. was founded in 1891 and is headquartered in Kenilworth, New Jersey.",Robert M. Davis,Healthcare,US,73000,908 740 4000,2000 Galloping Hill Road,Rahway,NJ,07033,https://images.financialmodelingprep.com/symbol/MRK.png,1978-01-13,False,False,True,False,False,MRK,MRK
SYK,389.67,148973568690,0.914,3.32,329.16-406.19,-3.48,-0.88516,1028567,1221274.0,Stryker Corporation,USD,0000310764,US8636671013,863667101,New York Stock Exchange,NYSE,Medical - Devices,https://www.stryker.com,"Stryker Corporation operates as a medical technology company. The company operates through two segments, MedSurg and Neurotechnology, and Orthopaedics and Spine. The Orthopaedics and Spine segment provides implants for use in hip and knee joint replacements, and trauma and extremities surgeries. This segment also offers spinal implant products comprising cervical, thoracolumbar, and interbody systems that are used in spinal injury, deformity, and degenerative therapies. The MedSurg and Neurotechnology segment offers surgical equipment and surgical navigation systems, endoscopic and communications systems, patient handling, emergency medical equipment and intensive care disposable products, reprocessed and remanufactured medical devices, and other medical device products that are used in various medical specialties. This segment also provides neurotechnology products, which include products used for minimally invasive endovascular techniques; products for brain and open skull based surgical procedures; orthobiologic and biosurgery products, such as synthetic bone grafts and vertebral augmentation products; minimally invasive products for the treatment of acute ischemic and hemorrhagic stroke; and craniomaxillofacial implant products, including cranial, maxillofacial, and chest wall devices, as well as dural substitutes and sealants. The company sells its products to doctors, hospitals, and other healthcare facilities through company-owned subsidiaries and branches, as well as third-party dealers and distributors in approximately 75 countries. Stryker Corporation was founded in 1941 and is headquartered in Kalamazoo, Michigan.",Kevin A. Lobo,Healthcare,US,53000,269 385 2600,2825 Airview Boulevard,Portage,MI,49002,https://images.financialmodelingprep.com/symbol/SYK.png,1980-03-17,False,False,True,False,False,SYK,SYK
HD,407.45,405383413600,1.0,9.1,326.31-439.37,-0.79,-0.19351,4048253,3542674.0,"The Home Depot, Inc.",USD,0000354950,US4370761029,437076102,New York Stock Exchange,NYSE,Home Improvement,https://www.homedepot.com,"The Home Depot, Inc. operates as a home improvement retailer. It operates The Home Depot stores that sell various building materials, home improvement products, lawn and garden products, and décor products, as well as facilities maintenance, repair, and operations products The company also offers installation services for flooring, cabinets and cabinet makeovers, countertops, furnaces and central air systems, and windows. In addition, it provides tool and equipment rental services. The company primarily serves homeowners; and professional renovators/remodelers, general contractors, maintenance professionals, handymen, property managers, building service contractors, and specialty tradesmen, such as electricians, plumbers, and painters. It also sells its products through websites, including homedepot.com; blinds.com, an online site for custom window coverings; and thecompanystore.com, an online site for textiles and décor products. As of December 31, 2021, the company operated 2,317 stores in the United States. The Home Depot, Inc. was incorporated in 1978 and is based in Atlanta, Georgia.",Edward P. Decker,Consumer Cyclical,US,470100,770 433 8211,2455 Paces Ferry Road,Atlanta,GA,30339,https://images.financialmodelingprep.com/symbol/HD.png,1981-09-22,False,False,True,False,False,HD,HD
QCOM,160.8,173503200000,1.228,3.44,120.8-182.1,1.03,0.64468,8146814,7964833.0,QUALCOMM Incorporated,USD,0000804328,US7475251036,747525103,NASDAQ Global Select,NASDAQ,Semiconductors,https://www.qualcomm.com,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies for the wireless industry worldwide. The company operates through three segments: Qualcomm CDMA Technologies (QCT); Qualcomm Technology Licensing (QTL); and Qualcomm Strategic Initiatives (QSI). The QCT segment develops and supplies integrated circuits and system software based on 3G/4G/5G and other technologies for use in wireless voice and data communications, networking, application processing, multimedia, and global positioning system products. The QTL segment grants licenses or provides rights to use portions of its intellectual property portfolio, which include various patent rights useful in the manufacture and sale of wireless products comprising products implementing CDMA2000, WCDMA,LTE and/or OFDMA-based 5G standards and their derivatives. The QSI segment invests in early-stage companies in various industries, including 5G, artificial intelligence, automotive, consumer, enterprise, cloud, and IoT, and investment for supporting the design and introduction of new products and services for voice and data communications, new industries, and applications. It also provides development, and other services and related products to the United States government agencies and their contractors. QUALCOMM Incorporated was incorpotared in 1985 and is headquartered in San Diego, California.",Cristiano Renno Amon,Technology,US,49000,858 587 1121,5775 Morehouse Drive,San Diego,CA,92121-1714,https://images.financialmodelingprep.com/symbol/QCOM.png,1991-12-13,False,False,True,False,False,QCOM,QCOM
HCA,407.28,95301076320,1.4,2.76,289.98-417.14,2.23,0.55055,965349,1405631.0,"HCA Healthcare, Inc.",USD,0000860730,US40412C1018,40412C101,New York Stock Exchange,NYSE,Medical - Care Facilities,https://www.hcahealthcare.com,"HCA Healthcare, Inc., through its subsidiaries, provides health care services company in the United States. The company operates general and acute care hospitals that offers medical and surgical services, including inpatient care, intensive care, cardiac care, diagnostic, and emergency services; and outpatient services, such as outpatient surgery, laboratory, radiology, respiratory therapy, cardiology, and physical therapy. It also operates outpatient health care facilities consisting of freestanding ambulatory surgery centers, freestanding emergency care facilities, urgent care facilities, walk-in clinics, diagnostic and imaging centers, rehabilitation and physical therapy centers, radiation and oncology therapy centers, physician practices, and various other facilities. In addition, the company operates psychiatric hospitals, which provide therapeutic programs comprising child, adolescent and adult psychiatric care, adolescent and adult alcohol, drug abuse treatment, and counseling services. As of December 31, 2021, it operated 182 hospitals, including 175 general and acute care hospitals, five psychiatric hospitals, and two rehabilitation hospitals; 125 freestanding surgery centers; and 21 freestanding endoscopy centers in 20 states and England. The company was formerly known as HCA Holdings, Inc. HCA Healthcare, Inc. was founded in 1968 and is headquartered in Nashville, Tennessee.",Samuel N. Hazen,Healthcare,US,226000,615 344 9551,One Park Plaza,Nashville,TN,37203,https://images.financialmodelingprep.com/symbol/HCA.png,2011-03-10,False,False,True,False,False,HCA,HCA
ORCL,240.32,675018025600,1.431,1.8,118.86-260.87,4.51,1.91256,8682231,13469538.0,Oracle Corporation,USD,0001341439,US68389X1054,68389X105,New York Stock Exchange,NYSE,Software - Infrastructure,https://www.oracle.com,"Oracle Corporation offers products and services that address enterprise information technology environments worldwide. Its Oracle cloud software as a service offering include various cloud software applications, including Oracle Fusion cloud enterprise resource planning (ERP), Oracle Fusion cloud enterprise performance management, Oracle Fusion cloud supply chain and manufacturing management, Oracle Fusion cloud human capital management, Oracle Advertising, and NetSuite applications suite, as well as Oracle Fusion Sales, Service, and Marketing. The company also offers cloud-based industry solutions for various industries; Oracle application licenses; and Oracle license support services. In addition, it provides cloud and license business' infrastructure technologies, such as the Oracle Database, an enterprise database; Java, a software development language; and middleware, including development tools and others. The company's cloud and license business' infrastructure technologies also comprise cloud-based compute, storage, and networking capabilities; and Oracle autonomous database, MySQL HeatWave, Internet-of-Things, digital assistant, and blockchain. Further, it provides hardware products and other hardware-related software offerings, including Oracle engineered systems, enterprise servers, storage solutions, industry-specific hardware, virtualization software, operating systems, management software, and related hardware services; and consulting and customer services. The company markets and sells its cloud, license, hardware, support, and services offerings directly to businesses in various industries, government agencies, and educational institutions, as well as through indirect channels. Oracle Corporation was founded in 1977 and is headquartered in Austin, Texas.",Safra Ada Catz,Technology,US,159000,737 867 1000,2300 Oracle Way,Austin,TX,78741,https://images.financialmodelingprep.com/symbol/ORCL.png,1986-03-12,False,False,True,False,False,ORCL,ORCL
AVGO,308.65,1451726015500,1.167,2.3,134.9-317.35,8.4,2.79767,18860153,20626252.0,Broadcom Inc.,USD,0001730168,US11135F1012,11135F101,NASDAQ Global Select,NASDAQ,Semiconductors,https://www.broadcom.com,"Broadcom Inc. designs, develops, and supplies various semiconductor devices with a focus on complex digital and mixed signal complementary metal oxide semiconductor based devices and analog III-V based products worldwide. The company operates in two segments, Semiconductor Solutions and Infrastructure Software. It provides set-top box system-on-chips (SoCs); cable, digital subscriber line, and passive optical networking central office/consumer premise equipment SoCs; wireless local area network access point SoCs; Ethernet switching and routing merchant silicon products; embedded processors and controllers; serializer/deserializer application specific integrated circuits; optical and copper, and physical layers; and fiber optic transmitter and receiver components. The company also offers RF front end modules, filters, and power amplifiers; Wi-Fi, Bluetooth, and global positioning system/global navigation satellite system SoCs; custom touch controllers; serial attached small computer system interface, and redundant array of independent disks controllers and adapters; peripheral component interconnect express switches; fiber channel host bus adapters; read channel based SoCs; custom flash controllers; preamplifiers; and optocouplers, industrial fiber optics, and motion control encoders and subsystems. Its products are used in various applications, including enterprise and data center networking, home connectivity, set-top boxes, broadband access, telecommunication equipment, smartphones and base stations, data center servers and storage systems, factory automation, power generation and alternative energy systems, and electronic displays. Broadcom Inc. was incorporated in 2018 and is headquartered in San Jose, California.",Hock E. Tan,Technology,US,37000,408 433 8000,1320 Ridder Park Drive,Palo Alto,CA,95131-2313,https://images.financialmodelingprep.com/symbol/AVGO.png,2009-08-06,False,False,True,False,False,AVGO,AVGO
VZ,43.93,185222937556,0.362,2.71,37.59-47.36,-0.34,-0.76801,15811850,17853549.0,Verizon Communications Inc.,USD,0000732712,US92343V1044,92343V104,New York Stock Exchange,NYSE,Telecommunications Services,https://www.verizon.com,"Verizon Communications Inc., through its subsidiaries, offers communications, technology, information, and entertainment products and services to consumers, businesses, and governmental entities worldwide. Its Consumer segment provides postpaid and prepaid service plans; internet access on notebook computers and tablets; wireless equipment, including smartphones and other handsets; and wireless-enabled internet devices, such as tablets, and other wireless-enabled connected devices comprising smart watches. It also provides residential fixed connectivity solutions, such as internet, video, and voice services; and sells network access to mobile virtual network operators. As of December 31, 2021, it had approximately 115 million wireless retail connections, 7 million wireline broadband connections, and 4 million Fios video connections. The company's Business segment provides network connectivity products, including private networking, private cloud connectivity, virtual and software defined networking, and internet access services; and internet protocol-based voice and video services, unified communications and collaboration tools, and customer contact center solutions. This segment also offers a suite of management and data security services; domestic and global voice and data solutions, such as voice calling, messaging services, conferencing, contact center solutions, and private line and data access networks; customer premises equipment; installation, maintenance, and site services; and Internet of Things products and services. As of December 31, 2021, it had approximately 27 million wireless retail postpaid connections and 477 thousand wireline broadband connections. The company was formerly known as Bell Atlantic Corporation and changed its name to Verizon Communications Inc. in June 2000. Verizon Communications Inc. was incorporated in 1983 and is headquartered in New York, New York.",Hans E. Vestberg,Communication Services,US,99400,212 395 1000,1095 Avenue of the Americas,New York City,NY,10036,https://images.financialmodelingprep.com/symbol/VZ.png,1983-11-21,False,False,True,False,False,VZ,VZ
TGT,96.81,43987172460,1.215,4.5,87.35-161.5,-1.15,-1.17395,4299268,6512985.0,Target Corporation,USD,0000027419,US87612E1064,87612E106,New York Stock Exchange,NYSE,Discount Stores,https://corporate.target.com,"Target Corporation operates as a general merchandise retailer in the United States. The company offers food assortments, including perishables, dry grocery, dairy, and frozen items; apparel, accessories, home décor products, electronics, toys, seasonal offerings, food, and other merchandise; and beauty and household essentials. It also provides in-store amenities, such as Target Café, Target Optical, Starbucks, and other food service offerings. The company sells its products through its stores; and digital channels, including Target.com. As of March 09, 2022, the company operated approximately 2,000 stores. Target Corporation was incorporated in 1902 and is headquartered in Minneapolis, Minnesota.",Brian C. Cornell,Consumer Defensive,US,440000,612 304 6073,1000 Nicollet Mall,Minneapolis,MN,55403,https://images.financialmodelingprep.com/symbol/TGT.png,1967-10-18,False,False,True,False,False,TGT,TGT
MSFT,509.64,3788240758800,1.055,3.32,344.79-555.45,2.9,0.57229,17845778,20108326.0,Microsoft Corporation,USD,0000789019,US5949181045,594918104,NASDAQ Global Select,NASDAQ,Software - Infrastructure,https://www.microsoft.com,"Microsoft Corporation develops, licenses, and supports software, services, devices, and solutions worldwide. The company operates in three segments: Productivity and Business Processes, Intelligent Cloud, and More Personal Computing. The Productivity and Business Processes segment offers Office, Exchange, SharePoint, Microsoft Teams, Office 365 Security and Compliance, Microsoft Viva, and Skype for Business; Skype, Outlook.com, OneDrive, and LinkedIn; and Dynamics 365, a set of cloud-based and on-premises business solutions for organizations and enterprise divisions. The Intelligent Cloud segment licenses SQL, Windows Servers, Visual Studio, System Center, and related Client Access Licenses; GitHub that provides a collaboration platform and code hosting service for developers; Nuance provides healthcare and enterprise AI solutions; and Azure, a cloud platform. It also offers enterprise support, Microsoft consulting, and nuance professional services to assist customers in developing, deploying, and managing Microsoft server and desktop solutions; and training and certification on Microsoft products. The More Personal Computing segment provides Windows original equipment manufacturer (OEM) licensing and other non-volume licensing of the Windows operating system; Windows Commercial, such as volume licensing of the Windows operating system, Windows cloud services, and other Windows commercial offerings; patent licensing; and Windows Internet of Things. It also offers Surface, PC accessories, PCs, tablets, gaming and entertainment consoles, and other devices; Gaming, including Xbox hardware, and Xbox content and services; video games and third-party video game royalties; and Search, including Bing and Microsoft advertising. The company sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online stores, and retail stores. Microsoft Corporation was founded in 1975 and is headquartered in Redmond, Washington.",Satya Nadella,Technology,US,228000,425 882 8080,One Microsoft Way,Redmond,WA,98052-6399,https://images.financialmodelingprep.com/symbol/MSFT.png,1986-03-13,False,False,True,False,False,MSFT,MSFT
INTU,668.2,186392385400,1.287,4.16,532.65-813.7,5.03,0.75848,2068295,1742426.0,Intuit Inc.,USD,0000896878,US4612021034,461202103,NASDAQ Global Select,NASDAQ,Software - Application,https://www.intuit.com,"Intuit Inc. provides financial management and compliance products and services for consumers, small businesses, self-employed, and accounting professionals in the United States, Canada, and internationally. The company operates in four segments: Small Business & Self-Employed, Consumer, Credit Karma, and ProConnect. The Small Business & Self-Employed segment provides QuickBooks online services and desktop software solutions comprising QuickBooks Online Advanced, a cloud-based solution; QuickBooks Enterprise, a hosted solution; QuickBooks Self-Employed solution; QuickBooks Commerce, a solution for product-based businesses; QuickBooks Online Accountant and QuickBooks Accountant Desktop Plus solutions; and payroll solutions, such as online payroll processing, direct deposit of employee paychecks, payroll reports, electronic payment of federal and state payroll taxes, and electronic filing of federal and state payroll tax forms. This segment also offers payment-processing solutions, including credit and debit cards, Apple Pay, and ACH payment services; QuickBooks Cash business bank account; and financial supplies and financing for small businesses. The Consumer segment provides TurboTax income tax preparation products and services; and personal finance. The Credit Karma segment offers consumers with a personal finance platform that provides personalized recommendations of home, auto, and personal loans, as well as credit cards and insurance products. The ProConnect segment provides Lacerte, ProSeries, and ProFile desktop tax-preparation software products; and ProConnect Tax Online tax products, electronic tax filing service, and bank products and related services. It sells products and services through various sales and distribution channels, including multi-channel shop-and-buy experiences, websites and call centers, mobile application stores, and retail and other channels. The company was founded in 1983 and is headquartered in Mountain View, California.",Sasan K. Goodarzi,Technology,US,18800,650 944 6000,2700 Coast Avenue,Mountain View,CA,94043,https://images.financialmodelingprep.com/symbol/INTU.png,1993-03-12,False,False,True,False,False,INTU,INTU
BA,236.16,178574273280,1.476,0.0,128.88-242.69,0.54,0.22918,3059587,7668906.0,The Boeing Company,USD,0000012927,US0970231058,097023105,New York Stock Exchange,NYSE,Aerospace & Defense,https://www.boeing.com,"The Boeing Company, together with its subsidiaries, designs, develops, manufactures, sales, services, and supports commercial jetliners, military aircraft, satellites, missile defense, human space flight and launch systems, and services worldwide. The company operates through four segments: Commercial Airplanes; Defense, Space & Security; Global Services; and Boeing Capital. The Commercial Airplanes segment provides commercial jet aircraft for passenger and cargo requirements, as well as fleet support services. The Defense, Space & Security segment engages in the research, development, production, and modification of manned and unmanned military aircraft and weapons systems; strategic defense and intelligence systems, which include strategic missile and defense systems, command, control, communications, computers, intelligence, surveillance and reconnaissance, cyber and information solutions, and intelligence systems; and satellite systems, such as government and commercial satellites, and space exploration. The Global Services segment offers products and services, including supply chain and logistics management, engineering, maintenance and modifications, upgrades and conversions, spare parts, pilot and maintenance training systems and services, technical and maintenance documents, and data analytics and digital services to commercial and defense customers. The Boeing Capital segment offers financing services and manages financing exposure for a portfolio of equipment under operating leases, sales-type/finance leases, notes and other receivables, assets held for sale or re-lease, and investments. The company was incorporated in 1916 and is based in Chicago, Illinois.",Robert K. Ortberg,Industrials,US,172000,7034146338,929 Long Bridge Drive,Arlington,VA,22202,https://images.financialmodelingprep.com/symbol/BA.png,1962-01-02,False,False,True,False,False,BA,BA
AMD,168.58,273578367200,1.94,0.0,76.48-186.65,1.45,0.86759,35519447,56516017.0,"Advanced Micro Devices, Inc.",USD,0000002488,US0079031078,007903107,NASDAQ Global Select,NASDAQ,Semiconductors,https://www.amd.com,"Advanced Micro Devices, Inc. operates as a semiconductor company worldwide. The company operates in two segments, Computing and Graphics; and Enterprise, Embedded and Semi-Custom. Its products include x86 microprocessors as an accelerated processing unit, chipsets, discrete and integrated graphics processing units (GPUs), data center and professional GPUs, and development services; and server and embedded processors, and semi-custom System-on-Chip (SoC) products, development services, and technology for game consoles. The company provides processors for desktop and notebook personal computers under the AMD Ryzen, AMD Ryzen PRO, Ryzen Threadripper, Ryzen Threadripper PRO, AMD Athlon, AMD Athlon PRO, AMD FX, AMD A-Series, and AMD PRO A-Series processors brands; discrete GPUs for desktop and notebook PCs under the AMD Radeon graphics, AMD Embedded Radeon graphics brands; and professional graphics products under the AMD Radeon Pro and AMD FirePro graphics brands. It also offers Radeon Instinct, Radeon PRO V-series, and AMD Instinct accelerators for servers; chipsets under the AMD trademark; microprocessors for servers under the AMD EPYC; embedded processor solutions under the AMD Athlon, AMD Geode, AMD Ryzen, AMD EPYC, AMD R-Series, and G-Series processors brands; and customer-specific solutions based on AMD CPU, GPU, and multi-media technologies, as well as semi-custom SoC products. It serves original equipment manufacturers, public cloud service providers, original design manufacturers, system integrators, independent distributors, online retailers, and add-in-board manufacturers through its direct sales force, independent distributors, and sales representatives. The company was incorporated in 1969 and is headquartered in Santa Clara, California.",Lisa T. Su,Technology,US,28000,408 749 4000,2485 Augustine Drive,Santa Clara,CA,95054,https://images.financialmodelingprep.com/symbol/AMD.png,1980-03-17,False,False,True,False,False,AMD,AMD
